1,000052,0,2,15
2,000058,0,2,18
3,000104,0,2,18
4,000106,0,2,37
5,000109,0,5,36
6,000111,0,2,36
8,000117,0,2,66
8,000117,0,5,10
9,000120,0,2,37
11,000121,0,7,72
11,000121,0,5,18
12,000122,0,2,65
13,000126,0,2,73
14,000128,0,2,74
15,000128,0,2,40
16,000130,0,2,70
17,000133,0,2,64
18,000135,0,2,11
19,000137,0,2,37
20,000141,0,2,71
21,000141,0,2,37
23,000145,0,2,70
24,000147,0,2,12
24,000147,0,1,2
25,000159,0,2,61
26,000200,0,2,67
27,000202,0,2,37
28,000204,0,2,35
29,000206,0,2,36
30,000206,0,2,68
32,000207,0,2,66
32,000207,0,3,66
33,000207,0,2,35
34,000208,0,2,37
35,000209,0,2,37
36,000211,0,2,34
37,000213,0,7,71
38,000215,0,2,64
39,000219,0,2,63
40,000220,0,2,37
41,000221,0,2,37
42,000225,0,2,37
43,000226,0,1,22
44,000228,0,2,59
45,000230,0,2,36
46,000230,0,7,36
47,000231,0,2,65
48,000233,1,2,37
49,000234,0,2,60
51,000236,0,2,68
51,000236,0,5,68
52,000238,0,2,66
54,000238,0,2,34
54,000238,0,7,32
55,000240,0,2,34
57,000242,0,2,8643
57,000242,0,2,34
58,000244,0,2,33
59,000245,0,2,33
60,000245,0,2,33
61,000247,0,5,36
63,000248,0,2,36
63,000248,0,3,23
64,000249,0,2,32
66,000250,0,2,3607
66,000250,0,2,36
67,000252,0,2,36
68,000253,0,2,23
69,000253,1,5,22
70,000255,0,2,24
71,000256,0,2,18
73,000302,0,5,65
73,000302,0,7,1
75,000310,0,2,12
76,000313,0,2,14
76,000313,0,3,4
77,000326,0,1,9
78,000350,0,2,12
79,000353,0,1,9
80,000401,0,2,66
81,000402,0,2,65
82,000407,0,2,68
84,000411,0,2,64
85,000413,0,2,37
85,000413,0,7,18
86,000414,0,2,70
87,000415,0,2,37
88,000418,0,2,37
90,000420,1,1,10
92,000421,0,1,10
92,000421,0,3,3
93,000426,0,2,37
94,000427,0,2,33
95,000428,0,3,739
95,000428,0,2,35
97,000429,0,5,37
97,000429,0,7,18
98,000435,0,2,35
99,000439,0,2,65
100,000440,0,2,64
102,000443,0,2,78
102,000443,0,7,35
103,000444,0,2,36
104,000448,0,2,65
105,000448,0,3,10
106,000451,0,2,65
107,000451,0,2,38
108,000454,0,2,67
109,000455,0,2,64
110,000456,0,2,36
111,000459,0,7,34
112,000459,0,2,64
113,000501,0,2,64
114,000502,0,7,37
116,000505,0,2,68
117,000507,0,2,78
117,000507,0,5,4
118,000511,0,7,33
119,000512,0,2,39
120,000514,0,2,33
121,000515,0,2,33
122,000516,0,2,35
123,000517,0,5,7
124,000521,0,2,41
126,000524,0,7,55
127,000525,0,2,36
128,000527,0,7,159
129,000527,0,5,73
130,000528,0,7,29
130,000528,0,5,6
131,000530,0,2,46
132,000531,0,2,28
135,000531,0,7,134
135,000531,0,5,47
135,000531,0,5,46
136,000533,0,2,36
138,000534,0,5,71
139,000535,0,2,138
140,000535,0,2,37
140,000535,0,5,37
142,000537,0,2,16628
142,000537,0,7,37
143,000537,0,2,29
144,000538,0,2,37
145,000539,0,2,30
146,000541,0,2,51
147,000543,0,5,25
148,000544,0,2,30
149,000550,0,2,30
150,000553,0,2,30
151,000555,0,2,21
152,000556,0,2,21
154,000604,0,7,30
155,000606,0,1,148
155,000606,0,3,30
156,000608,0,2,11
158,000611,0,7,49
158,000611,0,5,25
160,000618,0,2,163
161,000621,0,2,12
161,000621,0,1,7
162,000625,1,1,11
163,000636,0,2,9
165,000647,1,2,25
166,000648,1,2,37
166,000648,1,1,19
167,000650,1,2,30
168,000654,0,2,11
169,000659,0,2,12
170,000704,0,2,49
171,000706,0,2,36
172,000707,0,7,29
173,000709,0,2,37
174,000710,0,2,75
176,000711,0,2,74
176,000711,0,2,13
178,000717,0,2,75
178,000717,0,7,48
179,000724,0,2,47
180,000729,0,2,49
181,000729,0,2,47
182,000730,0,2,49
183,000731,0,1,11
184,000734,0,2,11
185,000738,0,7,49
186,000739,0,2,49
187,000740,0,3,46
188,000742,0,2,73
189,000743,0,3,49
191,000744,0,2,177
192,000745,0,2,48
194,000747,0,2,36
194,000747,0,7,29
195,000749,0,2,47
195,000749,0,7,5
196,000751,0,2,36
197,000752,0,2,47
198,000753,0,2,36
199,000754,0,2,36
200,000755,0,2,36
201,000756,0,2,36
202,000756,0,2,49
203,000800,0,2,48
204,000800,0,2,21
206,000805,0,2,125
206,000805,0,2,36
207,000806,0,3,36
208,000807,0,7,29
209,000807,0,3,49
210,000809,0,2,35
211,000810,0,2,36
212,000810,0,5,15
213,000811,0,2,50
214,000812,0,2,20
215,000813,0,2,36
216,000814,0,7,25
217,000815,0,2,36
218,000816,0,2,36
219,000817,0,5,5
221,000819,0,2,36
221,000819,0,2,29
222,000820,0,3,46
223,000821,0,2,37
224,000826,0,2,29
225,000827,0,2,10
227,000830,0,5,73
228,000834,0,2,29
229,000835,0,2,49
229,000835,0,7,9
230,000843,0,2,14
232,000846,0,5,25
232,000846,0,7,21
233,000849,0,2,30
235,000854,0,2,49
235,000854,0,5,3
238,000857,0,3,30
238,000857,0,2,25
238,000857,0,1,19
239,000859,0,3,48
240,000903,0,2,75
241,000917,0,3,1
242,000926,0,2,37
244,000930,0,2,149
244,000930,0,2,49
245,000935,0,2,48
246,000940,1,2,37
247,000941,0,2,11
248,000944,0,2,11
249,000946,0,1,11
250,000947,0,1,11
251,000954,0,2,49
253,000955,0,1,50
254,000957,0,3,47
255,000959,0,7,36
256,001001,0,1,24
256,001001,0,1,10
257,001002,1,2,71
258,001003,0,2,45
259,001003,0,2,37
260,001004,0,2,47
261,001006,0,2,50
262,001008,0,7,52
263,001010,0,2,51
264,001011,0,2,48
265,001011,0,2,37
266,001013,0,2,37
267,001014,0,2,50
268,001018,0,2,153
270,001020,0,2,37
271,001023,0,2,36
272,001026,0,2,36
272,001026,0,7,29
274,001027,0,2,147
274,001027,0,3,51
275,001029,0,7,15
276,001030,0,7,35
278,001032,0,2,25
279,001033,0,2,50
280,001035,0,7,4
281,001039,1,2,37
281,001039,1,7,19
282,001041,0,7,14
283,001043,0,2,17
284,001047,0,1,30
285,001049,0,2,49
286,001050,0,2,8
287,001053,0,2,15
289,001056,0,2,50
289,001056,0,2,37
291,001100,0,2,49
291,001100,0,2,30
292,001102,0,2,11
293,001112,0,3,4
294,001115,0,2,38
295,001129,0,1,10
296,001133,0,2,37
297,001142,0,2,37
298,001144,0,1,37
299,001149,0,2,13
300,001154,0,2,14
301,001209,0,2,49
302,001212,0,3,15
304,001218,0,5,50
304,001218,0,7,6
305,001225,0,2,30
306,001229,1,7,37
308,001232,0,7,147
308,001232,0,3,1
309,001241,0,1,37
310,001243,0,2,37
312,001250,0,2,14
312,001250,0,2,2
313,001314,0,2,17
315,001325,0,2,50
316,001326,0,2,48
317,001327,0,2,73
318,001328,0,2,48
319,001330,0,1,72
319,001330,0,2,50
320,001331,0,2,37
321,001334,0,2,47
322,001337,0,2,51
