1,000026,1,2,19
2,000028,1,2,19
3,000042,1,7,21
4,000102,0,2,6
5,000120,1,2,19
6,000136,0,2,22
7,000140,1,2,21
10,000141,0,7,21
10,000141,0,7,19
11,000144,0,2,18
12,000145,0,2,22
12,000145,1,2,5
13,000147,1,7,21
14,000147,0,2,18
15,000149,1,2,21
17,000150,0,5,37
17,000150,0,2,19
18,000154,0,5,17
23,000157,1,7,145
23,000157,0,2,29
23,000157,0,7,29
23,000157,0,2,24
23,000157,0,7,15
25,000158,0,2,16
25,000158,0,2,13
26,000201,1,2,15
28,000202,1,2,73
29,000202,1,7,16
31,000203,1,2,14
32,000205,1,5,15
33,000205,0,2,14
34,000206,0,7,13
34,000206,0,7,6
34,000206,1,3,3
35,000210,0,2,15
36,000227,0,5,19
37,000300,1,2,19
38,000307,1,5,17
39,000312,1,2,21
40,000319,0,7,19
41,000322,0,2,18
42,000324,1,2,19
43,000326,0,2,22
44,000329,1,2,21
45,000340,1,2,19
46,000411,1,2,25
47,000413,1,2,22
48,000416,1,2,19
50,000417,1,2,25
51,000417,1,2,77
51,000417,1,2,17
52,000418,1,2,25
53,000418,0,2,16
55,000420,0,7,25
57,000422,0,5,21
57,000422,0,2,18
58,000424,0,2,14
58,000424,1,2,3
59,000427,1,7,21
61,000429,0,7,38
61,000429,0,2,38
62,000431,0,2,17
64,000433,1,5,37
64,000433,1,2,17
65,000442,0,7,17
66,000446,0,3,19
67,000501,1,2,25
68,000555,0,7,24
69,000603,0,2,19
70,000617,1,2,19
71,000634,1,2,21
73,000653,0,2,147
73,000653,0,7,49
74,000655,1,2,25
75,000659,1,7,7
77,000701,1,7,148
77,000701,0,2,25
78,000701,0,2,21
79,000703,0,2,16
80,000704,0,2,17
81,000705,1,2,18
82,000706,1,2,19
83,000707,1,2,21
84,000707,0,2,21
87,000708,0,2,155
87,000708,0,7,49
87,000708,0,3,21
88,000712,0,5,19
89,000714,0,2,15
90,000733,0,2,22
91,000837,1,2,22
92,000842,0,5,15
93,000856,0,5,14
94,000901,1,2,17
95,000907,1,7,14
96,000928,1,2,22
97,000929,1,2,21
98,000930,1,2,19
99,000930,0,7,25
100,000933,1,2,16
102,000934,1,2,25
102,000934,1,2,19
103,000935,0,7,50
104,000936,0,2,25
106,000939,0,2,76
107,000939,1,5,38
108,000939,1,5,25
109,000940,0,2,21
111,000944,1,2,135
111,000944,0,7,18
111,000944,0,2,18
112,000946,1,2,21
113,000947,1,2,19
114,000947,1,7,15
115,000948,0,2,19
116,000953,1,2,17
118,001011,0,7,17
118,001011,0,2,8
119,001014,0,2,1
120,001056,0,2,19
121,001119,1,2,22
122,001121,0,2,15
123,001130,1,2,21
124,001132,1,2,18
125,001134,1,2,19
126,001135,1,2,19
127,001136,1,2,19
128,001207,0,5,15
129,001212,1,2,22
130,001215,1,2,18
131,001216,1,2,19
132,001216,1,3,16
133,001218,0,2,24
135,001220,0,2,25
135,001220,0,7,24
136,001221,0,2,18
137,001224,0,2,17
139,001225,1,5,25
139,001225,1,7,19
140,001226,0,5,144
142,001226,0,5,37
142,001226,0,7,29
143,001228,0,5,19
144,001230,0,7,15
146,001233,0,2,37
147,001233,0,2,47
147,001233,0,2,18
148,001239,1,7,17
149,001243,1,2,19
150,001246,1,2,21
151,001247,1,2,21
152,001251,0,2,17
155,001252,0,7,72
155,001252,0,2,30
156,001255,0,7,4
156,001255,0,2,2
157,001314,0,5,15
160,001343,1,2,21
161,001346,0,2,15
163,001351,0,5,50
163,001351,0,5,7
163,001351,0,2,4
164,001355,0,2,13
164,001355,0,2,4
165,001403,0,2,22
166,001408,1,7,22
167,001411,1,7,22
168,001413,1,7,26
169,001417,1,7,14
170,001418,1,3,17
173,001421,1,2,38
173,001421,1,7,22
173,001421,0,2,1
