1,000202,0,0
2,000453,0,0
3,000555,1,0
4,000555,1,1
5,000558,1,0
6,000559,1,0
7,000559,1,0
8,000630,1,0
9,000903,0,0
10,001201,0,0
11,001202,0,0
12,001246,0,1
13,001246,0,0
14,001408,1,0
15,001426,1,0
16,001427,1,0
17,001427,0,0
18,001437,1,0
19,001437,1,1
20,001502,1,0
21,001601,0,0
22,001630,0,1
23,001630,0,0
24,001636,0,0
25,001637,0,1
26,001709,1,0
27,001751,0,1
28,001751,0,0
29,001755,1,0
30,001856,0,0
31,001956,0,0
32,002010,0,0
33,002023,0,0
34,002152,0,0
35,002155,0,1
36,002155,0,0
37,002321,0,0
38,002352,1,0
39,002352,1,0
40,002352,1,0
41,002442,1,0
42,002528,0,0
43,002603,1,0
44,002606,1,0
45,002638,1,0
46,002744,0,0
47,002746,1,0
48,002914,1,0
49,003055,0,0
50,003138,0,0
51,003325,0,0
52,003412,0,0
53,003452,0,1
54,003452,0,0
55,003609,1,0
56,003714,0,0
57,003855,1,0
58,003903,1,0
59,003922,0,0
60,004559,0,0
61,004635,0,0
62,004637,0,0
63,004637,0,0
64,004936,0,1
65,004936,0,0
66,004956,0,0
67,004957,0,1
68,004957,0,1
69,004957,0,0
70,005025,1,0
71,005310,1,0
72,005348,1,0
73,005423,0,0
74,005505,0,1
75,005505,0,0
76,005534,0,0
77,005539,0,0
78,010141,1,0
79,010154,1,0
80,010237,0,0
81,010239,0,0
82,010239,0,0
83,010240,0,0
84,010331,1,0
85,010355,0,0
86,010524,0,0
87,010612,1,0
88,010732,1,0
89,010746,1,0
90,010801,1,0
91,010918,1,1
92,010918,1,0
93,011143,0,1
94,011143,0,0
95,011143,0,0
96,011359,1,0
97,011442,1,0
98,011442,1,1
99,011545,1,0
100,011719,1,0
101,012009,1,0
102,012156,0,1
103,012156,0,0
104,012158,0,0
105,012158,0,1
106,012204,0,1
107,012204,0,0
108,012311,0,0
109,012536,1,1
110,012536,1,0
111,013132,0,0
112,013133,0,0
113,013304,1,0
114,013304,1,1
115,013310,1,0
116,013310,1,1
117,013415,0,1
118,013415,0,0
119,013415,0,1
120,013415,0,0
121,013509,0,0
122,013512,0,0
