1,000130,0,0
2,000131,0,0
3,000134,0,0
4,000149,0,0
5,000153,0,0
6,000154,0,0
7,000157,0,0
8,000159,0,0
9,000252,0,0
10,000254,0,0
11,000314,0,0
12,000332,0,0
13,000333,0,0
14,000348,0,0
15,000359,0,0
16,000400,0,0
17,000402,0,0
18,000403,0,0
19,000405,0,0
20,000406,0,0
21,000407,0,0
22,000408,0,0
23,000410,0,0
24,000411,0,0
25,000413,0,0
26,000415,0,0
27,000419,0,0
28,000428,0,0
29,000428,0,0
30,000530,0,0
31,000534,0,0
32,000535,0,0
33,000537,0,0
34,000539,0,0
35,000540,0,0
36,000545,0,0
37,000546,0,0
38,000546,0,0
39,000551,0,0
40,000551,0,0
41,000552,0,0
42,000559,0,0
43,000603,0,0
44,000605,0,0
45,000607,0,0
46,000608,0,0
47,000610,0,0
48,000611,0,0
49,000612,0,0
50,000614,0,0
51,000615,0,0
52,000616,0,0
53,000617,0,0
54,000618,0,0
55,000619,0,0
56,000621,0,0
57,000634,1,0
58,000635,1,0
59,000636,1,0
60,000645,1,0
61,000646,1,0
62,000648,1,0
63,000649,1,0
64,000650,1,0
65,000650,1,0
66,000651,1,0
67,000652,1,0
68,000653,1,0
69,000654,1,0
70,000655,1,0
71,000655,1,0
72,000656,1,0
73,000657,1,0
74,000658,1,0
75,000659,1,0
76,000700,1,0
77,000701,1,0
78,000701,1,0
79,000702,1,0
80,000703,1,0
81,000704,1,0
82,000705,1,0
83,000706,1,0
84,000706,1,0
85,000707,1,0
86,000708,1,0
87,000709,1,0
88,000710,1,0
89,000711,1,0
90,000712,1,0
91,000713,1,0
92,000714,1,0
93,000715,1,0
94,000717,1,0
95,000718,1,0
96,000718,1,0
97,000719,1,0
98,000720,1,0
99,000721,1,0
100,000721,1,0
101,000721,1,0
102,000738,1,0
103,000742,1,0
104,000744,1,0
105,000744,1,0
106,000753,0,0
107,000756,0,0
108,000758,0,0
109,000815,0,0
110,000818,0,0
111,000908,1,0
112,000908,1,0
113,000908,1,0
114,000911,0,0
115,000911,0,0
116,000950,1,0
117,000958,1,0
118,001002,1,0
119,001107,1,0
120,001109,1,0
121,001113,1,0
122,001115,1,0
123,001212,1,0
124,001231,1,0
125,001232,1,0
126,001244,0,0
127,001254,0,0
128,001255,0,0
129,001255,0,0
130,001258,0,0
131,001258,0,0
132,001258,0,0
133,001259,0,0
134,001259,0,0
135,001300,0,0
136,001446,0,0
